timestamp,action,amount,balance,poolBalance,tradeCount,details
2025-09-25T01:35:58.154Z,pool_status,0,600,600,,Pool initialized with $600 and $11.6705 positions
2025-09-25T01:36:00.583Z,trade_execution,-11.6705,600,588.3295,1,Trade #1 executed: AZqhKS93...
2025-09-25T01:36:01.686Z,trade_execution,-11.6705,588.3295,576.6590000000001,2,Trade #2 executed: CQDyMZwx...
2025-09-25T01:36:02.776Z,trade_execution,-11.6705,576.6590000000001,564.9885000000002,3,Trade #3 executed: FaG4HmFU...
2025-09-25T01:36:02.812Z,trade_execution,-11.6705,564.9885000000002,553.3180000000002,4,Trade #4 executed: DWGQ9Ek5...
2025-09-25T01:36:03.885Z,trade_execution,-11.6705,553.3180000000002,541.6475000000003,5,Trade #5 executed: 75e1xCdh...
2025-09-25T01:36:03.999Z,trade_execution,-11.6705,541.6475000000003,529.9770000000003,6,Trade #6 executed: B6SsH1XF...
2025-09-25T01:36:05.090Z,trade_execution,-11.6705,529.9770000000003,518.3065000000004,7,Trade #7 executed: 7GYERQkN...
2025-09-25T01:36:06.094Z,trade_execution,-11.6705,518.3065000000004,506.63600000000037,8,Trade #8 executed: GgfRa8Au...
2025-09-25T01:36:06.147Z,trade_execution,-11.6705,506.63600000000037,494.96550000000036,9,Trade #9 executed: Cu9cdint...
2025-09-25T01:36:06.176Z,trade_execution,-11.6705,494.96550000000036,483.29500000000036,10,Trade #10 executed: HorJ45kr...
2025-09-25T01:36:08.410Z,trade_execution,-11.6705,483.29500000000036,471.62450000000035,11,Trade #11 executed: APDpskZh...
2025-09-25T01:36:11.515Z,trade_execution,-11.6705,471.62450000000035,459.95400000000035,12,Trade #12 executed: 3DurrLjz...
2025-09-25T01:36:31.696Z,profit_return,50.09933295103002,459.95400000000035,510.05333295103037,12,CQDyMZwx... | P&L: +$38.43 | Hold: 0.5m
2025-09-25T01:36:36.102Z,profit_return,49.24274805598691,510.05333295103037,559.2960810070173,12,GgfRa8Au... | P&L: +$37.57 | Hold: 0.5m
2025-09-25T01:36:38.422Z,profit_return,71.71782376924764,559.2960810070173,631.0139047762649,12,APDpskZh... | P&L: +$60.05 | Hold: 0.5m
2025-09-25T01:37:01.690Z,profit_return,47.190869657216524,631.0139047762648,678.2047744334814,12,CQDyMZwx... | P&L: +$35.52 | Hold: 1.0m
2025-09-25T01:37:05.523Z,trade_execution,-11.6705,678.2047744334814,666.5342744334814,13,Trade #13 executed: 4MYMc9GF...
2025-09-25T01:37:06.095Z,profit_return,48.55389282566654,666.5342744334814,715.0881672591479,13,GgfRa8Au... | P&L: +$36.88 | Hold: 1.0m
2025-09-25T01:37:08.901Z,trade_execution,-11.6705,715.0881672591479,703.417667259148,14,Trade #14 executed: AxBHm36z...
2025-09-25T01:38:00.398Z,trade_execution,-11.6705,703.417667259148,691.747167259148,15,Trade #15 executed: CfwyEib6...
2025-09-25T01:38:01.486Z,trade_execution,-11.6705,691.747167259148,680.076667259148,16,Trade #16 executed: 9crWg7RX...
2025-09-25T01:38:01.687Z,trade_execution,-11.6705,680.076667259148,668.4061672591481,17,Trade #17 executed: 2PFhJXJX...
2025-09-25T01:38:01.715Z,profit_return,42.56123894264725,668.4061672591481,710.9674062017954,17,CQDyMZwx... | P&L: +$30.89 | Hold: 2.0m
2025-09-25T01:38:01.737Z,trade_execution,-11.6705,710.9674062017954,699.2969062017954,18,Trade #18 executed: Cy5qEdUY...
2025-09-25T01:38:02.755Z,trade_execution,-11.6705,699.2969062017954,687.6264062017955,19,Trade #19 executed: 8qZHBZPd...
2025-09-25T01:38:06.100Z,profit_return,45.22014004560664,687.6264062017955,732.8465462474021,19,GgfRa8Au... | P&L: +$33.55 | Hold: 2.0m
2025-09-25T01:38:06.148Z,profit_return,50.47063308185669,732.8465462474021,783.3171793292588,19,Cu9cdint... | P&L: +$38.80 | Hold: 2.0m
2025-09-25T01:38:08.423Z,profit_return,25.083949789232697,783.3171793292588,808.4011291184916,19,APDpskZh... | P&L: +$13.41 | Hold: 2.0m
2025-09-25T01:38:31.497Z,profit_return,50.32049932287154,808.4011291184916,858.7216284413631,19,9crWg7RX... | P&L: +$38.65 | Hold: 0.5m
2025-09-25T01:38:58.171Z,trade_execution,-11.6705,858.7216284413631,847.0511284413632,20,Trade #20 executed: 9F6RtvCE...
2025-09-25T01:39:00.210Z,trade_execution,-11.6705,847.0511284413632,835.3806284413632,21,Trade #21 executed: EtDKWGss...
2025-09-25T01:39:01.489Z,profit_return,46.719513379644326,835.3806284413632,882.1001418210076,21,9crWg7RX... | P&L: +$35.05 | Hold: 1.0m
2025-09-25T01:39:02.778Z,profit_return,23.716134688609564,882.1001418210076,905.8162765096172,21,FaG4HmFU... | P&L: +$12.05 | Hold: 3.0m
2025-09-25T01:39:02.809Z,profit_return,64.27931386757452,905.8162765096172,970.0955903771917,21,DWGQ9Ek5... | P&L: +$52.61 | Hold: 3.0m
2025-09-25T01:39:04.000Z,profit_return,67.95356211870548,970.0955903771918,1038.0491524958973,21,B6SsH1XF... | P&L: +$56.28 | Hold: 3.0m
2025-09-25T01:39:04.092Z,trade_execution,-11.6705,1038.0491524958973,1026.3786524958973,22,Trade #22 executed: GnYpnHaB...
2025-09-25T01:39:04.480Z,trade_execution,-11.6705,1026.3786524958973,1014.7081524958974,23,Trade #23 executed: DmYhyxjk...
2025-09-25T01:39:06.159Z,profit_return,69.18347518700526,1014.7081524958975,1083.8916276829027,23,Cu9cdint... | P&L: +$57.51 | Hold: 3.0m
2025-09-25T01:39:06.176Z,profit_return,25.447524684301747,1083.8916276829027,1109.3391523672044,23,HorJ45kr... | P&L: +$13.78 | Hold: 3.0m
2025-09-25T01:39:08.415Z,profit_return,46.46325108824183,1109.3391523672044,1155.8024034554462,23,APDpskZh... | P&L: +$34.79 | Hold: 3.0m
2025-09-25T01:39:11.077Z,trade_execution,-11.6705,1155.8024034554462,1144.1319034554463,24,Trade #24 executed: 12KE9S9V...
2025-09-25T01:39:11.101Z,trade_execution,-11.6705,1144.1319034554463,1132.4614034554463,25,Trade #25 executed: 9oh3N5P3...
2025-09-25T01:39:11.546Z,profit_return,48.40691556652395,1132.4614034554463,1180.8683190219704,25,3DurrLjz... | P&L: +$36.74 | Hold: 3.0m
2025-09-25T01:39:14.303Z,trade_execution,-11.6705,1180.8683190219704,1169.1978190219704,26,Trade #26 executed: VXTPrHd2...
2025-09-25T01:39:34.494Z,profit_return,24.67014228779838,1169.1978190219704,1193.8679613097688,26,DmYhyxjk... | P&L: +$13.00 | Hold: 0.5m
