2025-08-11T08:30:58.182Z,pool_status,0,1000,1000,,Pool initialized with $1000 and $15.129999999999999 positions
2025-08-13T17:00:35.161Z,SHUTDOWN,FINAL,SESSION_END,53625.00,55625.00
