timestamp,metric_name,value
2025-09-25T19:43:11.330Z,current_pool,600
2025-09-25T19:43:11.330Z,net_roi,0
2025-09-25T19:43:16.335Z,total_trades,0
2025-09-25T19:43:16.336Z,win_rate,0
2025-09-25T19:43:16.336Z,current_pool,600
2025-09-25T19:43:16.337Z,net_roi,0
2025-09-25T19:43:21.346Z,total_trades,0
2025-09-25T19:43:21.346Z,win_rate,0
2025-09-25T19:43:21.347Z,current_pool,600
2025-09-25T19:43:21.347Z,net_roi,0
2025-09-25T19:43:26.356Z,total_trades,0
2025-09-25T19:43:26.356Z,win_rate,0
2025-09-25T19:43:26.357Z,current_pool,600
2025-09-25T19:43:26.357Z,net_roi,0
2025-09-25T19:43:31.356Z,total_trades,0
2025-09-25T19:43:31.356Z,win_rate,0
2025-09-25T19:43:31.356Z,current_pool,600
2025-09-25T19:43:31.357Z,net_roi,0
2025-09-25T19:43:36.356Z,total_trades,0
2025-09-25T19:43:36.357Z,win_rate,0
2025-09-25T19:43:36.357Z,current_pool,600
2025-09-25T19:43:36.357Z,net_roi,0
2025-09-25T19:43:41.357Z,total_trades,0
2025-09-25T19:43:41.357Z,win_rate,0
2025-09-25T19:43:41.358Z,current_pool,600
2025-09-25T19:43:41.358Z,net_roi,0
2025-09-25T19:43:46.357Z,total_trades,0
2025-09-25T19:43:46.358Z,win_rate,0
2025-09-25T19:43:46.358Z,current_pool,600
2025-09-25T19:43:46.359Z,net_roi,0
2025-09-25T19:43:51.363Z,total_trades,0
2025-09-25T19:43:51.364Z,win_rate,0
2025-09-25T19:43:51.364Z,current_pool,600
2025-09-25T19:43:51.364Z,net_roi,0
2025-09-25T19:43:56.374Z,total_trades,0
2025-09-25T19:43:56.374Z,win_rate,0
2025-09-25T19:43:56.375Z,current_pool,600
2025-09-25T19:43:56.375Z,net_roi,0
2025-09-25T19:44:01.376Z,total_trades,0
2025-09-25T19:44:01.377Z,win_rate,0
2025-09-25T19:44:01.377Z,current_pool,600
2025-09-25T19:44:01.377Z,net_roi,0
2025-09-25T19:44:06.378Z,total_trades,0
2025-09-25T19:44:06.378Z,win_rate,0
2025-09-25T19:44:06.379Z,current_pool,600
2025-09-25T19:44:06.379Z,net_roi,0
2025-09-25T19:44:11.391Z,total_trades,0
2025-09-25T19:44:11.391Z,win_rate,0
2025-09-25T19:44:11.391Z,current_pool,600
2025-09-25T19:44:11.392Z,net_roi,0
2025-09-25T19:44:16.393Z,total_trades,0
2025-09-25T19:44:16.393Z,win_rate,0
2025-09-25T19:44:16.393Z,current_pool,600
2025-09-25T19:44:16.394Z,net_roi,0
2025-09-25T19:44:21.397Z,total_trades,0
2025-09-25T19:44:21.398Z,win_rate,0
2025-09-25T19:44:21.398Z,current_pool,600
2025-09-25T19:44:21.398Z,net_roi,0
2025-09-25T19:44:26.398Z,total_trades,0
2025-09-25T19:44:26.399Z,win_rate,0
2025-09-25T19:44:26.399Z,current_pool,600
2025-09-25T19:44:26.400Z,net_roi,0
2025-09-25T19:44:31.409Z,total_trades,0
2025-09-25T19:44:31.409Z,win_rate,0
2025-09-25T19:44:31.410Z,current_pool,600
2025-09-25T19:44:31.410Z,net_roi,0
2025-09-25T19:44:36.419Z,total_trades,0
2025-09-25T19:44:36.419Z,win_rate,0
2025-09-25T19:44:36.420Z,current_pool,600
2025-09-25T19:44:36.420Z,net_roi,0
2025-09-25T19:44:41.426Z,total_trades,0
2025-09-25T19:44:41.427Z,win_rate,0
2025-09-25T19:44:41.427Z,current_pool,600
2025-09-25T19:44:41.427Z,net_roi,0
2025-09-25T19:44:46.427Z,total_trades,0
2025-09-25T19:44:46.427Z,win_rate,0
2025-09-25T19:44:46.428Z,current_pool,600
2025-09-25T19:44:46.428Z,net_roi,0
2025-09-25T19:44:51.438Z,total_trades,0
2025-09-25T19:44:51.438Z,win_rate,0
2025-09-25T19:44:51.439Z,current_pool,600
2025-09-25T19:44:51.439Z,net_roi,0
2025-09-25T19:44:56.443Z,total_trades,0
2025-09-25T19:44:56.443Z,win_rate,0
2025-09-25T19:44:56.444Z,current_pool,600
2025-09-25T19:44:56.444Z,net_roi,0
2025-09-25T19:45:01.455Z,total_trades,0
2025-09-25T19:45:01.455Z,win_rate,0
2025-09-25T19:45:01.455Z,current_pool,600
2025-09-25T19:45:01.456Z,net_roi,0
2025-09-25T19:45:06.458Z,total_trades,0
2025-09-25T19:45:06.458Z,win_rate,0
2025-09-25T19:45:06.459Z,current_pool,600
2025-09-25T19:45:06.459Z,net_roi,0
2025-09-25T19:45:11.469Z,total_trades,0
2025-09-25T19:45:11.470Z,win_rate,0
2025-09-25T19:45:11.470Z,current_pool,600
2025-09-25T19:45:11.470Z,net_roi,0
2025-09-25T19:45:16.473Z,total_trades,0
2025-09-25T19:45:16.473Z,win_rate,0
2025-09-25T19:45:16.473Z,current_pool,600
2025-09-25T19:45:16.474Z,net_roi,0
2025-09-25T19:45:21.487Z,total_trades,0
2025-09-25T19:45:21.487Z,win_rate,0
2025-09-25T19:45:21.488Z,current_pool,600
2025-09-25T19:45:21.488Z,net_roi,0
2025-09-25T19:45:26.489Z,total_trades,0
2025-09-25T19:45:26.489Z,win_rate,0
2025-09-25T19:45:26.489Z,current_pool,600
2025-09-25T19:45:26.490Z,net_roi,0
2025-09-25T19:45:31.502Z,total_trades,0
2025-09-25T19:45:31.502Z,win_rate,0
2025-09-25T19:45:31.503Z,current_pool,600
2025-09-25T19:45:31.503Z,net_roi,0
2025-09-25T19:45:36.502Z,total_trades,0
2025-09-25T19:45:36.503Z,win_rate,0
2025-09-25T19:45:36.503Z,current_pool,600
2025-09-25T19:45:36.504Z,net_roi,0
2025-09-25T19:45:41.505Z,total_trades,0
2025-09-25T19:45:41.505Z,win_rate,0
2025-09-25T19:45:41.506Z,current_pool,600
2025-09-25T19:45:41.506Z,net_roi,0
